,ge,tc,tl,tf,ln
225,225,0.643,0.02,0.055999999999999994,72.0
226,226,0.633,0.02,0.066,69.36
227,227,0.6309999999999999,0.021,0.073,69.22
228,228,0.6349999999999999,0.019000000000000003,0.062,68.14
229,229,0.6499999999999999,0.02,0.07500000000000001,70.38
230,230,0.653,0.019000000000000003,0.087,70.36
231,231,0.659,0.019,0.1,71.96
232,232,0.6749999999999998,0.019,0.106,71.96
233,233,0.6759999999999999,0.018,0.10999999999999999,71.74
234,234,0.6699999999999998,0.018,0.11199999999999997,71.9
235,235,0.67,0.017,0.11999999999999997,71.92
236,236,0.6719999999999999,0.017,0.11499999999999998,73.1
237,237,0.662,0.017,0.12099999999999998,73.1
238,238,0.6669999999999999,0.017,0.131,73.1
239,239,0.6629999999999999,0.017,0.13899999999999998,73.1
240,240,0.665,0.017,0.13999999999999996,73.1
241,241,0.664,0.017,0.14399999999999996,73.1
242,242,0.6619999999999999,0.017,0.14999999999999997,73.1
243,243,0.6679999999999998,0.018000000000000002,0.14,73.1
244,244,0.6679999999999998,0.019,0.13,71.4
245,245,0.6639999999999999,0.019,0.11900000000000001,69.72
246,246,0.662,0.02,0.12400000000000003,69.72
247,247,0.665,0.02,0.126,68.06
248,248,0.67,0.02,0.149,68.06
249,249,0.6739999999999999,0.021,0.16699999999999998,68.06
250,250,0.6769999999999999,0.022000000000000002,0.166,66.42
251,251,0.6749999999999998,0.022000000000000002,0.16599999999999998,64.8
252,252,0.671,0.022000000000000002,0.168,64.8
253,253,0.671,0.022000000000000002,0.174,64.8
254,254,0.676,0.022000000000000002,0.176,64.8
255,255,0.681,0.022000000000000002,0.18099999999999997,64.8
256,256,0.681,0.024000000000000004,0.18599999999999997,64.8
257,257,0.681,0.021,0.18199999999999997,65.04
258,258,0.681,0.020000000000000004,0.175,64.96
259,259,0.68,0.020000000000000004,0.17,66.42
260,260,0.6769999999999999,0.021,0.16699999999999995,66.42
261,261,0.6779999999999998,0.021,0.17199999999999996,64.88
262,262,0.6779999999999999,0.022000000000000002,0.18299999999999997,64.96
263,263,0.681,0.022000000000000002,0.18799999999999997,63.44
264,264,0.681,0.022000000000000002,0.19,63.2
265,265,0.6789999999999999,0.023000000000000003,0.19,63.2
266,266,0.6789999999999999,0.024000000000000004,0.18899999999999997,61.62
267,267,0.68,0.023000000000000003,0.17700000000000002,60.06
268,268,0.6829999999999999,0.023000000000000003,0.179,61.62
269,269,0.682,0.023000000000000003,0.19699999999999998,61.62
270,270,0.6819999999999999,0.025000000000000005,0.20200000000000004,61.62
271,271,0.6829999999999999,0.026000000000000006,0.20700000000000002,58.6
272,272,0.682,0.025000000000000005,0.20500000000000004,58.58
273,273,0.6819999999999999,0.025000000000000005,0.20300000000000004,60.06
274,274,0.682,0.024000000000000004,0.19199999999999995,60.06
275,275,0.6829999999999999,0.024000000000000004,0.19,61.62
276,276,0.6829999999999999,0.024000000000000004,0.20799999999999996,61.62
277,277,0.6839999999999999,0.025000000000000005,0.195,61.62
278,278,0.684,0.025000000000000005,0.18899999999999997,60.06
279,279,0.6850000000000002,0.025000000000000005,0.187,60.06
280,280,0.6839999999999999,0.024000000000000004,0.17800000000000002,60.06
281,281,0.687,0.024000000000000004,0.175,61.62
282,282,0.6869999999999998,0.024000000000000004,0.17400000000000002,61.62
283,283,0.684,0.025000000000000005,0.16800000000000004,61.62
284,284,0.6859999999999999,0.023000000000000003,0.17300000000000001,61.86
285,285,0.675,0.024000000000000004,0.16899999999999998,63.2
286,286,0.672,0.025000000000000005,0.16599999999999998,61.62
287,287,0.6680000000000001,0.026000000000000002,0.17,60.06
288,288,0.675,0.027000000000000003,0.175,58.52
289,289,0.684,0.029000000000000005,0.17299999999999996,57.0
290,290,0.68,0.029000000000000005,0.175,57.26
291,291,0.6890000000000001,0.027000000000000003,0.175,57.14
292,292,0.6930000000000001,0.028000000000000004,0.172,58.52
293,293,0.6940000000000001,0.028000000000000004,0.17,57.0
294,294,0.6930000000000001,0.028000000000000004,0.174,57.0
295,295,0.6970000000000001,0.028000000000000004,0.16899999999999998,57.0
296,296,0.6970000000000001,0.028000000000000004,0.17600000000000002,57.0
297,297,0.6970000000000001,0.028000000000000004,0.183,57.0
298,298,0.6990000000000001,0.028000000000000004,0.192,57.0
299,299,0.6990000000000001,0.029000000000000005,0.19200000000000003,57.0
300,300,0.6980000000000001,0.028000000000000004,0.192,55.5
301,301,0.6990000000000001,0.028999999999999998,0.19,57.0
302,302,0.7000000000000002,0.028000000000000004,0.18600000000000003,57.1
303,303,0.7000000000000002,0.026000000000000002,0.182,58.64
304,304,0.7030000000000001,0.027000000000000003,0.18899999999999997,60.06
305,305,0.7020000000000002,0.028000000000000004,0.18599999999999997,58.52
306,306,0.7030000000000001,0.028999999999999998,0.179,58.52
307,307,0.71,0.028000000000000004,0.18199999999999997,58.52
308,308,0.7130000000000001,0.028000000000000004,0.169,60.06
309,309,0.7040000000000001,0.026000000000000002,0.16,61.7
310,310,0.7070000000000001,0.026000000000000002,0.154,63.2
311,311,0.7120000000000002,0.026000000000000002,0.156,63.2
312,312,0.7120000000000002,0.027000000000000003,0.158,63.2
313,313,0.713,0.028000000000000004,0.158,61.62
314,314,0.7129999999999999,0.028000000000000004,0.155,60.06
315,315,0.71,0.028000000000000004,0.155,60.06
316,316,0.705,0.028999999999999998,0.15900000000000003,60.06
317,317,0.701,0.03,0.154,58.52
318,318,0.6980000000000001,0.032,0.14800000000000002,57.0
319,319,0.6970000000000002,0.032,0.147,54.02
320,320,0.701,0.033,0.131,54.02
321,321,0.695,0.033,0.139,52.56
322,322,0.7040000000000001,0.033,0.138,52.56
323,323,0.705,0.033,0.136,52.56
324,324,0.7080000000000001,0.033,0.14100000000000001,52.56
325,325,0.708,0.032,0.15,52.56
326,326,0.714,0.031,0.14900000000000005,54.02
327,327,0.71,0.031,0.138,55.5
328,328,0.71,0.031,0.135,55.5
329,329,0.7190000000000001,0.028999999999999998,0.126,55.5
330,330,0.7120000000000001,0.028999999999999998,0.127,58.52
331,331,0.711,0.028999999999999998,0.126,58.52
332,332,0.711,0.028999999999999998,0.117,58.52
333,333,0.711,0.028999999999999998,0.12399999999999999,58.52
334,334,0.7159999999999997,0.028999999999999998,0.107,58.52
335,335,0.709,0.028999999999999998,0.11900000000000001,58.52
336,336,0.7210000000000001,0.027999999999999997,0.115,58.52
337,337,0.7269999999999998,0.027999999999999997,0.107,60.06
338,338,0.7369999999999999,0.030999999999999996,0.09700000000000002,60.5
339,339,0.7429999999999999,0.032,0.099,56.82
340,340,0.7329999999999999,0.030999999999999996,0.09300000000000001,55.4
341,341,0.7359999999999998,0.029999999999999995,0.084,56.4
342,342,0.7359999999999998,0.028999999999999998,0.08700000000000001,57.54
343,343,0.7279999999999999,0.031,0.085,58.52
344,344,0.7349999999999999,0.032,0.08199999999999999,57.54
345,345,0.7389999999999999,0.034,0.08,56.7
346,346,0.746,0.034,0.069,54.46
347,347,0.7539999999999999,0.03,0.064,54.32
348,348,0.757,0.03,0.07600000000000001,57.0
349,349,0.7539999999999998,0.03,0.07800000000000001,56.3
350,350,0.7559999999999999,0.03,0.07300000000000001,56.3
351,351,0.7490000000000001,0.03,0.071,57.0
352,352,0.7449999999999999,0.03,0.07100000000000001,57.0
353,353,0.7399999999999999,0.032,0.066,57.0
354,354,0.7490000000000001,0.034,0.06600000000000002,57.62
355,355,0.754,0.03300000000000001,0.064,56.18
356,356,0.7610000000000001,0.03300000000000001,0.06200000000000001,57.0
357,357,0.7660000000000001,0.034,0.062,57.0
358,358,0.7719999999999999,0.035,0.07300000000000001,55.5
359,359,0.7669999999999999,0.037000000000000005,0.067,55.5
360,360,0.7709999999999999,0.038000000000000006,0.07800000000000001,53.22
361,361,0.7689999999999999,0.038000000000000006,0.085,51.78
362,362,0.7679999999999998,0.038000000000000006,0.085,51.74
363,363,0.7659999999999998,0.03900000000000001,0.084,51.6
364,364,0.7629999999999998,0.038000000000000006,0.092,50.72
365,365,0.7699999999999999,0.03900000000000001,0.09700000000000002,51.64
366,366,0.7729999999999998,0.03900000000000001,0.09,50.2
367,367,0.7759999999999998,0.03900000000000001,0.08800000000000001,50.24
368,368,0.779,0.03900000000000001,0.091,50.2
369,369,0.7819999999999999,0.03900000000000001,0.08399999999999999,50.28
370,370,0.784,0.04,0.09099999999999998,50.18
371,371,0.7829999999999999,0.040999999999999995,0.09899999999999999,49.38
372,372,0.78,0.040999999999999995,0.098,47.88
373,373,0.7859999999999999,0.04,0.09100000000000001,47.78
374,374,0.784,0.041999999999999996,0.096,48.8
375,375,0.785,0.041999999999999996,0.10300000000000001,47.36
376,376,0.785,0.041999999999999996,0.10300000000000002,47.42
377,377,0.7839999999999999,0.041999999999999996,0.11200000000000002,47.36
378,378,0.7839999999999999,0.042,0.12200000000000003,47.32
379,379,0.784,0.044000000000000004,0.113,46.92
380,380,0.785,0.045,0.111,46.92
381,381,0.7830000000000001,0.046,0.10600000000000001,45.56
382,382,0.7830000000000001,0.04699999999999999,0.10200000000000004,44.76
383,383,0.7809999999999999,0.048,0.10000000000000002,44.62
384,384,0.78,0.048,0.09400000000000003,43.48
385,385,0.7769999999999999,0.048999999999999995,0.09500000000000001,43.36
386,386,0.778,0.05,0.098,44.22
387,387,0.779,0.05,0.09300000000000001,43.5
388,388,0.777,0.048999999999999995,0.09700000000000003,43.34
389,389,0.777,0.051,0.09500000000000001,44.22
390,390,0.779,0.05199999999999999,0.08600000000000002,42.9
391,391,0.7809999999999999,0.05199999999999999,0.08100000000000002,41.6
392,392,0.78,0.051,0.07400000000000001,41.6
393,393,0.7829999999999999,0.051,0.07400000000000001,41.66
394,394,0.7829999999999999,0.048999999999999995,0.07700000000000001,41.74
395,395,0.7819999999999999,0.05,0.084,42.9
396,396,0.7819999999999999,0.051000000000000004,0.09000000000000002,42.9
397,397,0.7839999999999999,0.053,0.10100000000000002,41.6
398,398,0.7859999999999999,0.053,0.09700000000000002,39.54
399,399,0.7859999999999999,0.054000000000000006,0.09700000000000002,39.48
400,400,0.7879999999999998,0.05500000000000001,0.09700000000000002,38.84
401,401,0.7819999999999997,0.05500000000000001,0.09200000000000001,38.2
402,402,0.785,0.054000000000000006,0.09500000000000001,39.96
403,403,0.7859999999999999,0.053,0.09200000000000001,40.84
404,404,0.7929999999999999,0.052000000000000005,0.08600000000000002,43.96
405,405,0.807,0.052000000000000005,0.08600000000000002,44.64
406,406,0.8039999999999999,0.054000000000000006,0.07300000000000001,44.22
407,407,0.8009999999999999,0.05400000000000001,0.08000000000000002,42.46
408,408,0.8069999999999999,0.05500000000000001,0.083,42.9
409,409,0.8089999999999999,0.05400000000000001,0.08900000000000002,42.1
410,410,0.804,0.05400000000000001,0.09400000000000003,42.9
411,411,0.8069999999999999,0.05500000000000001,0.10000000000000002,42.9
412,412,0.8089999999999999,0.05500000000000001,0.099,42.9
413,413,0.8069999999999997,0.05600000000000001,0.115,42.9
414,414,0.8059999999999999,0.05500000000000001,0.11800000000000001,41.96
415,415,0.812,0.05400000000000001,0.11100000000000002,42.9
416,416,0.8090000000000002,0.053000000000000005,0.11200000000000003,43.22
417,417,0.807,0.054000000000000006,0.10000000000000002,44.6
